tweet_id,replies_count,retweets_count,likes_count,target,label,confidence_score
1447996558147047424,0,0,0,0,non-depressed,0.67
1447996610278010880,0,0,0,1,mild,0.667
1447996696898809856,1,0,1,0,non-depressed,0.67
1447996757737099264,0,0,1,0,non-depressed,1
1447996779652280320,0,0,9,0,non-depressed,1
1447996799810215936,0,0,2,3,severe,1
1447996890713366528,1,0,2,0,non-depressed,1
1447996890742722304,1,0,1,2,moderate,0.659
1447996904072269824,1,0,2,2,moderate,0.651
1447997087552086016,0,0,1,0,non-depressed,0.655
1447997148868529920,0,0,0,2,moderate,0.667
1447997310399508480,0,0,0,0,non-depressed,1
1447997320159588352,3,0,0,0,non-depressed,0.678
1447997321892048896,0,1,4,0,non-depressed,0.659
1447997497285087232,0,0,0,0,non-depressed,1
1447997536153784320,0,0,5,0,non-depressed,0.674
1447997665636200448,0,0,0,0,non-depressed,0.667
1447997756614840320,0,0,3,0,non-depressed,1
1447997797853184000,0,0,0,0,non-depressed,1
1447997803578413056,0,0,0,0,non-depressed,1
1447997873732390912,0,0,1,1,mild,0.663
1447997880803987456,0,1,0,0,non-depressed,0.667
1447997935346753536,0,0,0,0,non-depressed,1
1447997977059074048,1,0,0,0,non-depressed,1
1447998028103749632,1,0,2,0,non-depressed,0.674
1447998280525225984,0,0,1,0,non-depressed,1
1447998348087205888,3,0,31,1,mild,0.663
1447998539796254720,1,1,1,0,non-depressed,1
1447998555097022464,7,0,23,0,non-depressed,0.667
1447998630795821056,0,0,1,1,mild,0.667
1447998635518660608,7,0,31,0,non-depressed,1
1447998762425720832,1,0,5,0,non-depressed,1
1447998990969098240,0,0,3,0,non-depressed,1
1447999064285536256,1,3,5,0,non-depressed,1
1447999577613905920,1,0,1,0,non-depressed,1
1447999735311179520,0,0,0,0,non-depressed,1
1447999936310751232,1,0,2,0,non-depressed,1
1447999967650533120,0,0,1,1,mild,0.674
1448000125809225728,0,0,0,1,mild,0.659
1448000149326864384,0,0,9,1,mild,0.663
1448000155941281536,0,0,0,1,mild,0.667
1448000205786284032,1,0,0,0,non-depressed,1
1448000283112574720,0,0,1,2,moderate,0.67
1448000487429639936,0,0,1,0,non-depressed,0.667
1448000525899898880,1,0,3,0,non-depressed,1
1448000749309468672,0,0,0,0,non-depressed,1
1448000770264154112,0,0,0,0,non-depressed,0.667
1448000823103983616,0,0,1,1,mild,0.678
1448001044491948032,0,0,0,0,non-depressed,1
1448001310431883264,1,0,0,0,non-depressed,1
1448001312298262528,0,0,0,0,non-depressed,1
1448001314382884864,0,0,0,0,non-depressed,0.663
1448001328295383040,0,0,3,0,non-depressed,1
1448001384696225792,0,0,0,3,severe,0.667
1448001407739744256,0,0,2,0,non-depressed,1
1448001458679566336,0,0,2,0,non-depressed,1
1448001608537804800,1,0,0,0,non-depressed,0.667
1448001608990744320,5,0,9,0,non-depressed,1
1448001791132569600,1,0,12,1,mild,0.67
1448001897319837696,0,0,0,1,mild,0.659
1448001961236762624,0,0,0,0,non-depressed,1
1448002024151207936,0,0,1,1,mild,0.67
1448002057642913792,1,0,0,2,moderate,0.675
1448002074835291904,1,0,2,0,non-depressed,0.667
1448002240879472640,1,0,0,0,non-depressed,1
1448002391249498112,0,1,0,0,non-depressed,1
1448002583369588736,1,0,0,2,moderate,0.663
1448002583746973696,1,0,1,0,non-depressed,1
1448002607964901120,0,3,9,0,non-depressed,1
1448002732103712768,1,0,1,1,mild,0.663
1448002850395672320,0,0,0,0,non-depressed,1
1448003022190039040,0,0,1,2,moderate,0.667
1448003246128340736,1,0,2,0,non-depressed,1
1448003283176599552,0,0,1,0,non-depressed,0.663
1448003325576679424,1,2,2,0,non-depressed,1
1448003366433345536,1,0,4,0,non-depressed,0.663
1448003534620921856,2,0,1,2,moderate,1
1448003714271170304,46,7,42,0,non-depressed,1
1448003864486162432,0,0,1,3,severe,1
1448004028227588096,0,0,2,0,non-depressed,1
1448004054693580800,0,2,7,0,non-depressed,1
1448004281844604928,0,0,0,0,non-depressed,1
1448004294645403648,1,0,17,2,moderate,0.663
1448004389231382528,0,0,0,0,non-depressed,0.67
1448004601530179584,0,0,1,1,mild,0.67
1448004702914768896,0,0,0,3,severe,1
1448004752126664704,2,0,4,0,non-depressed,0.678
1448004799669186304,0,0,0,0,non-depressed,0.67
1448005005860950016,0,0,5,0,non-depressed,1
1448005030137647104,0,0,0,0,non-depressed,0.69
1448005189810769920,0,0,0,2,moderate,0.663
1448005584138247936,1,0,0,0,non-depressed,0.667
1448005839285932032,1,0,0,1,mild,0.651
1448006236247625728,7,0,61,2,moderate,0.667
1448006308947496704,1,1,1,0,non-depressed,0.663
1448006534613676032,0,0,0,0,non-depressed,1
1448006563487125504,0,0,0,0,non-depressed,1
1448006570244145152,1,0,1,0,non-depressed,1
1448006632173150208,0,0,2,0,non-depressed,0.67
1448006746673278720,0,4,9,0,non-depressed,1
1448006767946862592,0,0,2,0,non-depressed,1
1448006831532650496,1,0,1,0,non-depressed,1
1448006947651866624,0,0,0,1,mild,0.667
1448006984012234752,0,0,0,0,non-depressed,1
1448006989481746432,0,0,1,0,non-depressed,1
1448007083618492416,1,0,1,0,non-depressed,1
1448007098764300288,1,0,0,0,non-depressed,0.667
1448007101729607680,0,0,2,0,non-depressed,1
1448007199343656704,1,0,7,0,non-depressed,0.674
1448007282852343808,0,0,0,0,non-depressed,1
1448007294210478080,5,0,10,1,mild,0.67
1448007479338717184,1,2,6,0,non-depressed,0.663
1448007797954596864,1,0,0,1,mild,0.682
1448007809489047552,0,0,0,0,non-depressed,1
1448007837234388736,1,0,1,0,non-depressed,0.659
1448007963994640384,0,0,3,0,non-depressed,1
1448008123051126784,0,1,0,0,non-depressed,1
1448008354199126016,0,0,0,0,non-depressed,0.67
1448008520851345408,0,0,0,0,non-depressed,1
1448008536164798464,1,0,3,0,non-depressed,1
1448008559816499200,0,13,16,0,non-depressed,1
1448009246180720640,0,0,0,0,non-depressed,1
1448009428687523840,0,0,8,0,non-depressed,0.667
1448009546560061440,1,0,3,0,non-depressed,1
1448009559990284288,0,0,0,0,non-depressed,1
1448009617297100800,0,0,0,0,non-depressed,1
1448009798423826432,0,0,5,1,mild,0.663
1448009827062619904,0,0,1,0,non-depressed,1
1448010138611245056,0,0,0,3,severe,0.667
1448010216730251264,2,0,1,0,non-depressed,1
1448010273575505920,1,0,1,0,non-depressed,1
1448010496922116096,1,0,0,0,non-depressed,0.663
1448010583807172608,0,0,0,1,mild,0.667
1448010721531502592,1,0,1,0,non-depressed,1
1448010951274287104,0,0,1,0,non-depressed,1
1448010982085861120,0,0,0,0,non-depressed,1
1448010985957101568,0,0,0,1,mild,0.663
1448010999764865024,0,0,0,0,non-depressed,1
1448011083772477440,0,0,0,0,non-depressed,1
1448011149392424704,0,0,0,0,non-depressed,1
1448011305726750720,0,0,0,0,non-depressed,1
1448011316002627584,1,0,0,0,non-depressed,0.651
1448011323560898304,0,0,1,0,non-depressed,1
1448011340120006656,0,0,0,0,non-depressed,0.686
1448011344020754432,0,0,0,0,non-depressed,1
1448011402271153920,1,1,2,0,non-depressed,1
1448011484076724224,0,0,2,0,non-depressed,1
1448011525986340864,0,0,0,0,non-depressed,1
1448011535251656704,1,0,0,0,non-depressed,1
1448011951922163712,2,2,5,0,non-depressed,1
1448011996771897088,0,0,0,0,non-depressed,1
1448012018594852864,0,0,5,0,non-depressed,1
1448012350179659520,0,0,0,1,mild,0.67
1448012506845286400,1,0,2,0,non-depressed,1
1448012509680521216,3,0,8,0,non-depressed,1
1448012614148231168,0,0,0,0,non-depressed,0.667
1448012615465291520,0,0,1,1,mild,0.67
1448012617860124672,1,0,0,0,non-depressed,1
1448012648180850688,5,0,4,0,non-depressed,1
1448012767831678720,1,0,2,1,mild,0.69
1448012979702804480,0,0,1,0,non-depressed,1
1448013016373530624,1,0,0,0,non-depressed,1
1448013089979338752,0,0,1,0,non-depressed,0.655
1448013118920089600,3,0,10,0,non-depressed,1
1448013261136408320,21,1,47,0,non-depressed,1
1448013301842067456,0,0,0,0,non-depressed,1
1448013407362424832,1,0,0,0,non-depressed,1
1448013690398142464,0,0,1,0,non-depressed,0.667
1448014086168514304,0,0,0,0,non-depressed,1
1448014180104212480,1,0,0,3,severe,0.647
1448014259762437888,2,0,4,0,non-depressed,1
1448014315559297024,2,0,2,0,non-depressed,1
1448014426926456832,0,0,8,0,non-depressed,1
1448014445012144128,1,0,1,2,moderate,0.663
1448014590844051456,0,0,0,0,non-depressed,0.663
1448014700814520320,0,0,1,0,non-depressed,1
1448014756581888000,0,0,0,0,non-depressed,1
1448014759367003904,4,0,25,0,non-depressed,0.667
1448014815524442112,1,0,0,0,non-depressed,1
1448014822428352512,0,0,0,0,non-depressed,1
1448014833878646784,1,0,1,0,non-depressed,1
1448015001470619648,0,0,0,0,non-depressed,1
1448015137630195712,0,6,10,0,non-depressed,1
1448015288113508352,2,0,5,0,non-depressed,1
1448015302323851264,0,1,2,0,non-depressed,1
1448015314407596032,1,0,0,0,non-depressed,1
1448015407042891520,0,0,1,0,non-depressed,1
1448015411971338240,1,0,0,0,non-depressed,0.659
1448015660320268288,0,0,3,0,non-depressed,1
1448015810480394240,1,1,4,0,non-depressed,0.667
1448015971357274112,0,0,0,0,non-depressed,0.674
1448016046263345152,1,0,0,2,moderate,0.655
1448016063808118784,0,1,7,0,non-depressed,1
1448016368486555648,0,0,0,1,mild,0.663
1448016493740888064,0,0,0,1,mild,0.659
1448016539127468032,1,0,19,1,mild,0.67
1448016570362572800,0,0,2,0,non-depressed,1
1448016570714832896,0,0,2,0,non-depressed,1
1448016606815309824,1,0,0,0,non-depressed,1
1448016650280841216,1,0,1,0,non-depressed,0.663
1448016681939312640,1,1,1,0,non-depressed,1
1448016792807305216,0,0,0,0,non-depressed,1
1448016882410348288,0,0,2,2,moderate,0.659
1448016893634351104,1,0,1,0,non-depressed,1
1448016953386446848,2,0,1,0,non-depressed,0.67
1448016965415604224,1,0,1,0,non-depressed,1
1448017053047197696,0,0,0,0,non-depressed,1
1448017205799661568,0,0,0,0,non-depressed,1
1448017286527344640,0,0,0,1,mild,1
1448017333444882432,0,0,1,0,non-depressed,0.674
1448017340852019200,1,0,0,0,non-depressed,1
1448017364122021888,1,0,0,1,mild,1
1448017375698247680,1,0,0,0,non-depressed,1
1448017377191284736,0,0,1,0,non-depressed,1
1448017657555468288,1,0,3,0,non-depressed,0.663
1448017673183506432,0,0,0,1,mild,0.678
1448017839760150528,0,0,0,0,non-depressed,0.69
1448017973982089216,0,0,3,0,non-depressed,0.67
1448018111295336448,0,0,1,0,non-depressed,1
1448018430456745984,3,0,19,0,non-depressed,1
1448018992141119488,0,0,3,0,non-depressed,0.69
1448019219438874624,2,0,0,0,non-depressed,0.667
1448019392164421632,0,0,0,0,non-depressed,1
1448019726379012096,1,0,0,1,mild,0.67
1448019782356324352,1,0,5,0,non-depressed,1
1448019827860414464,1,0,0,1,mild,0.667
1448019877202210816,0,3,5,1,mild,0.659
1448019925457637120,0,0,1,0,non-depressed,1
1448019929257676800,0,0,7,0,non-depressed,0.663
1448020020852936704,1,0,2,0,non-depressed,0.667
1448020237702467584,1,0,0,1,mild,1
1448020350105751552,1,0,0,0,non-depressed,1
1448020424164618240,0,0,7,0,non-depressed,0.667
1448020589378093056,0,0,0,0,non-depressed,1
1448020678997909504,1,0,0,0,non-depressed,0.67
1448020815451246336,1,1,5,1,mild,0.659
1448021101649465088,0,0,2,0,non-depressed,1
1448021146063020032,0,0,0,0,non-depressed,1
1448021224349749248,0,0,0,2,moderate,0.674
1448021245002403840,1,0,0,0,non-depressed,1
1448021248068493312,0,0,2,0,non-depressed,1
1448021304947449856,0,0,0,1,mild,0.663
1448021678961930240,0,0,6,0,non-depressed,1
1448021805239873536,1,0,2,0,non-depressed,1
1448021862513057536,1,1,4,0,non-depressed,1
1448021891256623104,0,0,1,0,non-depressed,1
1448021916955119616,1,1,6,0,non-depressed,0.678
1448021971053199104,5,0,9,1,mild,1
1448022099470077952,0,0,0,2,moderate,0.663
1448022208132042752,0,0,1,0,non-depressed,1
1448022297214849024,0,0,0,0,non-depressed,1
1448022420888117248,1,0,7,0,non-depressed,1
1448022455466053632,0,1,0,0,non-depressed,1
1448022525338923008,0,0,0,0,non-depressed,1
1448022640036392704,1,0,0,0,non-depressed,0.667
1448022831510392832,1,1,2,0,non-depressed,1
1448022998359883520,0,0,8,0,non-depressed,1
1448023105331503104,11,4,58,0,non-depressed,0.674
1448023248629862400,1,0,3,0,non-depressed,1
1448023395887628288,0,0,1,0,non-depressed,1
1448023412002234368,3,0,2,0,non-depressed,1
1448023535969087488,0,0,5,0,non-depressed,1
1448023594324221952,2,2,18,0,non-depressed,1
1448023653753446400,0,0,4,0,non-depressed,1
1448024085955596288,1,0,2,2,moderate,0.659
1448024201277972480,0,0,1,0,non-depressed,1
1448024290511757312,0,0,1,1,mild,0.667
1448024371881259008,0,0,2,0,non-depressed,0.67
1448024394207571968,1,1,2,0,non-depressed,1
1448024954239344640,0,0,0,0,non-depressed,1
1448025048657264640,0,0,0,2,moderate,0.67
1448025255528833024,0,0,0,0,non-depressed,1
1448025309324980224,9,0,33,2,moderate,0.67
1448025371115507712,2,0,16,0,non-depressed,1
1448025449804730368,0,0,0,0,non-depressed,1
1448025497431158784,16,30,554,0,non-depressed,1
1448025668135137280,2,0,2,1,mild,0.655
1448025752688017408,0,0,0,1,mild,0.659
1448025754898423808,0,0,0,0,non-depressed,1
1448025755183730688,0,0,2,0,non-depressed,1
1448025840504041472,0,0,1,1,mild,1
1448026007169118208,0,0,0,0,non-depressed,0.667
1448026057769209856,0,0,0,2,moderate,0.667
1448026168326823936,0,0,4,3,severe,0.659
1448026244235341824,1,0,3,0,non-depressed,1
1448026567779622912,0,0,3,0,non-depressed,0.663
1448026573169254400,1,0,0,0,non-depressed,1
1448026851339866112,1,0,0,1,mild,0.679
1448026859027972096,0,0,1,1,mild,0.663
1448026902057431040,0,0,1,0,non-depressed,0.686
1448027109000048640,1,0,0,0,non-depressed,1
1448027110547853312,0,0,1,0,non-depressed,1
1448027190939979520,0,0,0,0,non-depressed,1
1448027222527389696,0,0,0,0,non-depressed,0.67
1448027260817129472,1,0,1,0,non-depressed,0.667
1448027265472897024,1,0,0,0,non-depressed,1
1448027427683377152,1,0,1,0,non-depressed,1
1448027512991358720,0,2,3,1,mild,1
1448027737181069312,0,0,10,0,non-depressed,1
1448027988226887680,1,0,2,0,non-depressed,1
1448028020808290304,0,0,2,1,mild,1
1448028023845007104,1,0,0,0,non-depressed,0.678
1448028339894161408,0,2,8,1,mild,0.663
1448028477870022656,2,0,1,1,mild,0.663
1448028599324397568,0,0,0,0,non-depressed,0.659
1448028728639082496,0,0,0,0,non-depressed,1
1448028768405110784,3,1,21,2,moderate,0.663
1448028770930135040,1,0,1,0,non-depressed,1
1448029160572538880,4,2,66,1,mild,1
1448029254063636480,0,0,0,0,non-depressed,1
1448029728653254656,1,0,3,2,moderate,0.667
1448029855728164864,2,0,3,1,mild,1
1448030006966460416,0,0,0,0,non-depressed,1
1448030014579093504,0,0,0,1,mild,1
1448030409019830272,0,0,5,1,mild,0.67
1448030583423225856,0,0,15,0,non-depressed,1
1448030598065499904,0,0,4,0,non-depressed,1
1448030680068378624,2,0,3,0,non-depressed,1
1448030719687729152,0,0,2,0,non-depressed,0.663
1448031131409035264,0,0,2,0,non-depressed,0.67
1448031202452115456,1,0,0,0,non-depressed,1
1448031272127930368,0,0,0,0,non-depressed,1
1448031344873902080,2,0,2,0,non-depressed,1
1448031562990112768,0,0,2,0,non-depressed,1
1448031605222776832,1,0,3,0,non-depressed,1
1448031624927588352,0,0,1,0,non-depressed,1
1448031627221819392,0,0,1,0,non-depressed,0.67
1448031680346812416,1,0,2,0,non-depressed,1
1448031700332785664,0,0,0,0,non-depressed,0.67
1448031836928630784,1,0,29,0,non-depressed,1
1448031904666636288,0,0,0,2,moderate,1
1448031978326933504,0,0,0,0,non-depressed,0.674
1448032253750169600,0,0,2,0,non-depressed,0.667
1448032254874296320,0,0,0,2,moderate,0.682
1448032353390051328,0,0,0,1,mild,0.663
1448032359174098688,0,0,0,0,non-depressed,1
1448032390010613504,0,0,1,0,non-depressed,1
1448032532159680512,1,0,0,0,non-depressed,1
1448032910926225408,1,0,1,0,non-depressed,1
1448033007483461632,0,1,1,0,non-depressed,0.663
1448033194075463680,1,5,7,0,non-depressed,1
1448033236987248640,1,0,0,0,non-depressed,0.678
1448033314359627520,1,0,2,2,moderate,0.663
1448033360513732608,0,0,0,0,non-depressed,1
1448033368172498688,3,0,1,2,moderate,0.663
1448033455737032704,1,0,0,0,non-depressed,1
1448033572795863040,1,0,0,0,non-depressed,0.674
1448033587429838848,1,0,0,0,non-depressed,1
1448033648607961088,0,0,0,0,non-depressed,1
1448033707533668352,1,0,1,1,mild,0.659
1448033862458691584,0,2,3,0,non-depressed,1
1448034030625201920,0,3,15,0,non-depressed,1
1448034052238417920,0,0,4,2,moderate,0.663
1448034200733556736,12,0,58,0,non-depressed,0.682
1448034246115930112,0,0,0,0,non-depressed,0.674
1448034412650663936,0,0,0,1,mild,0.674
1448034440849002496,0,0,0,0,non-depressed,1
1448034632914636800,1,0,1,0,non-depressed,1
1448034753928593408,1,2,14,0,non-depressed,1
1448034861302829056,5,0,17,0,non-depressed,1
1448034998527819520,2,0,10,0,non-depressed,0.67
1448035109475598336,0,0,0,0,non-depressed,1
1448035185539305472,0,0,6,0,non-depressed,0.67
1448035198298427136,0,0,0,2,moderate,0.667
1448035211799891968,2,2,9,0,non-depressed,0.663
1.44804E+18,1,0,0,1,mild,1
1448035448044015616,0,0,0,0,non-depressed,1
1448035498799374336,1,0,2,0,non-depressed,1
1448035513655447552,0,0,1,1,mild,0.663
1448035622447304704,0,0,0,1,mild,0.659
1448035663924895488,0,0,0,0,non-depressed,1
1448035700583043072,0,0,4,0,non-depressed,0.663
1448035704886419456,0,0,0,3,severe,0.674
1448035955441504256,0,0,1,0,non-depressed,0.67
1448036368769298432,3,0,3,0,non-depressed,0.69
1448036520749944832,0,0,0,0,non-depressed,1
1448036549447372800,0,0,2,2,moderate,0.674
1448036684461924352,0,0,1,0,non-depressed,1
1448036985793236736,0,0,0,1,mild,0.655
1448037315083919104,2,1,6,0,non-depressed,0.682
1448037456847200256,1,0,2,0,non-depressed,1
1448037673566941184,1,0,0,0,non-depressed,1
1448037679153754112,0,0,2,0,non-depressed,1
1448037964471144448,0,0,0,0,non-depressed,1
1448038051305959424,0,0,0,1,mild,1
1448038061162512384,0,0,2,0,non-depressed,1
1448038122412036096,2,0,1,0,non-depressed,1
1448038144264310784,1,0,3,0,non-depressed,0.67
1448038190770757632,1,0,2,0,non-depressed,1
1448038246257156096,1,0,0,0,non-depressed,1
1448038279346106368,0,0,1,0,non-depressed,0.67
1448038486666358784,4,5,138,1,mild,0.667
1448038538474397696,0,0,0,1,mild,1
1448038675523190784,0,0,0,0,non-depressed,0.663
1448038941177823232,1,3,7,0,non-depressed,1
1448039174343385088,0,0,0,0,non-depressed,1
1448039247743749888,0,0,2,0,non-depressed,1
1448039248863584256,0,0,0,0,non-depressed,0.674
1448039421408956416,0,1,4,0,non-depressed,1
1448039492892479488,1,0,0,0,non-depressed,1
1448039582088433664,0,0,1,0,non-depressed,1
1448039597070503936,1,0,0,0,non-depressed,1
1448039652737306624,1,0,1,0,non-depressed,1
1448039728805257216,0,0,1,0,non-depressed,1
1448039787781185536,0,0,1,0,non-depressed,0.663
1448039868865593088,1,0,1,0,non-depressed,0.674
1448039951866662912,0,0,0,0,non-depressed,1
1448039982065766400,1,1,9,0,non-depressed,1
1448040040119013120,2,1,3,0,non-depressed,1
1448040107764817920,0,0,7,0,non-depressed,1
1448040113007702016,0,0,2,0,non-depressed,1
1448040131009646336,1,0,0,0,non-depressed,1
1448040134490869504,1,0,1,0,non-depressed,1
1448040160445280256,1,0,0,0,non-depressed,0.674
1448040336773853184,1,0,1,0,non-depressed,1
1448040404180406272,0,0,0,2,moderate,0.667
1448040428369031168,0,0,2,0,non-depressed,0.659
1448040778853494784,1,0,6,0,non-depressed,1
1448041064212934656,0,0,0,1,mild,0.667
1448041117434449920,1,0,0,0,non-depressed,1
1448041322435198720,0,0,0,0,non-depressed,1
1448041420661661696,0,0,1,0,non-depressed,1
1448041440416780288,2,0,0,0,non-depressed,0.667
1448041541826584320,4,4,27,0,non-depressed,1
1448041577075544064,0,0,0,1,mild,0.682
1448041636173422336,1,0,1,1,mild,1
1448041840071086080,0,0,1,0,non-depressed,1
1448042016353538048,1,0,2,0,non-depressed,0.686
1448042023680884736,0,0,1,0,non-depressed,1
1448042157177196288,0,0,0,0,non-depressed,1
1446578349736964096,0,0,0,0,non-depressed,0.667
1448042438929567488,1,0,19,0,non-depressed,1
1448042490867564288,1,0,3,0,non-depressed,1
1448042494852276224,0,0,0,3,severe,0.674
1448042575710072832,0,0,0,0,non-depressed,1
1448042609063173888,0,0,1,0,non-depressed,1
1448042707952209920,0,0,5,0,non-depressed,0.686
1448042834880307200,0,0,0,0,non-depressed,1
1448042885539061504,1,0,1,0,non-depressed,1
1448042937984512000,0,3,3,0,non-depressed,1
1448042956125085696,0,1,3,0,non-depressed,1
1448043052304670720,1,0,2,0,non-depressed,0.674
1448043080637165568,1,0,0,0,non-depressed,1
1448043209469349888,0,0,0,0,non-depressed,0.674
1448043322854055936,2,0,9,0,non-depressed,1
1448043484401872896,0,0,0,0,non-depressed,0.674
1448043548645867520,0,0,1,0,non-depressed,1
1448043578932883456,0,2,7,0,non-depressed,1
1448043690904080384,0,0,0,0,non-depressed,0.67
1448043755454541824,0,0,0,0,non-depressed,1
1448043811024695296,1,0,0,2,moderate,0.67
1448043947746631680,1,0,2,0,non-depressed,0.682
1448043988192268288,1,0,8,0,non-depressed,1
1448044054755819520,0,0,4,0,non-depressed,0.663
1448044459468410880,1,0,1,0,non-depressed,1
1448044473561272320,0,0,0,1,mild,0.655
1448044593904291840,1,0,1,0,non-depressed,0.67
1448044991310450688,3,0,21,2,moderate,0.663
1448045864694566912,0,0,0,0,non-depressed,0.655
1448045920554307584,1,0,1,0,non-depressed,1
1448046005174378496,1,0,4,0,non-depressed,1
1448046130005253888,1,2,5,0,non-depressed,1
1448046619878821888,3,0,16,0,non-depressed,1
1448047117285593088,1,0,1,0,non-depressed,1
1448047139691577088,1,0,0,0,non-depressed,1
1448047221446959104,1,0,1,0,non-depressed,1
1448047310689214464,1,0,0,2,moderate,0.663
1448047424174493696,0,0,1,0,non-depressed,1
1448047451378695936,0,0,1,0,non-depressed,0.667
1448047563408560128,0,1,1,0,non-depressed,1
1448047750243827712,1,2,8,1,mild,1
1448047882079285248,0,0,2,0,non-depressed,1
1448048066091683840,1,0,4,0,non-depressed,1
1448048127538257920,1,0,4,1,mild,0.667
1448048237265358848,0,0,2,0,non-depressed,0.663
1448048264557834240,0,0,7,2,moderate,0.655
1448048533748305920,1,0,0,0,non-depressed,1
1448048548960948224,0,0,0,1,mild,1
1448048551494361088,1,0,0,0,non-depressed,1
1448048570494373888,1,0,9,0,non-depressed,0.67
1448048867123945472,0,0,0,0,non-depressed,1
1445543219333251072,1,0,0,2,moderate,0.67
1448048966982012928,0,0,0,2,moderate,0.674
1448049061651787520,1,0,1,0,non-depressed,0.655
1448049261053202432,1,0,1,1,mild,0.67
1448049263540383488,0,0,0,0,non-depressed,1
1448049290409041920,1,0,1,0,non-depressed,0.678
1448049516121403136,0,1,26,0,non-depressed,1
1449497885293350912,0,0,0,0,non-depressed,1
1448049631435243520,1,0,1,0,non-depressed,1
1448049738784428032,0,0,0,0,non-depressed,1
1448050188543827968,0,0,0,0,non-depressed,1
1448050393116721152,0,0,0,0,non-depressed,1
1448050492559568896,0,0,0,0,non-depressed,1
1448050567108955904,0,0,1,1,mild,1
1448050584033144832,1,0,1,0,non-depressed,1
1448050672612613888,0,0,0,0,non-depressed,1
1448050674734821120,0,0,0,2,moderate,0.667
1448050745404760064,0,1,9,1,mild,0.663
1448050794394050304,0,0,1,0,non-depressed,1
1448050950632091648,0,0,3,0,non-depressed,0.686
1448051171428601856,0,0,2,3,severe,0.663
1448051245415997440,1,0,8,0,non-depressed,1
1448051306216624128,0,0,1,2,moderate,0.675
1448051313216999424,1,0,3,1,mild,1
1448051378975227904,0,0,0,0,non-depressed,1
1448051392048861184,1,0,1,1,mild,0.655
1448051396050305024,0,0,1,0,non-depressed,1
1448051406947209216,0,1,2,0,non-depressed,0.678
1448051623985618688,0,0,0,0,non-depressed,1
1448051664615837696,1,0,0,1,mild,0.663
1448051789039812608,1,0,4,3,severe,0.647
1448051860418535424,0,0,2,0,non-depressed,1
1448051892341387264,1,0,1,0,non-depressed,1
1448051949224570880,0,0,1,1,mild,0.667
1448051975254327296,0,0,0,1,mild,0.659
1448052221363605504,1,0,2,0,non-depressed,1
1448052223905259520,1,0,0,3,severe,0.67
1448052430671917056,0,0,1,0,non-depressed,1
1448052495893164032,0,0,0,3,severe,0.67
1448052506806861824,0,0,13,0,non-depressed,0.674
1448052511462486016,0,0,2,0,non-depressed,0.663
1448052521784598528,0,0,0,0,non-depressed,1
1448052571382247424,1,0,1,0,non-depressed,0.674
1448052804027830272,0,0,1,0,non-depressed,0.679
1448052918217625600,0,0,0,0,non-depressed,1
1448052968989863936,0,0,0,0,non-depressed,1
1448053070647209984,2,0,5,0,non-depressed,0.67
1448053084060471296,1,0,1,0,non-depressed,1
1448053247697043456,0,0,0,0,non-depressed,0.67
1448053309244264448,0,0,1,0,non-depressed,1
1448053317423206400,0,0,0,0,non-depressed,1
1448053319331553280,0,0,2,0,non-depressed,1
1448053323123159040,11,0,43,1,mild,0.659
1448053358779117568,0,0,0,0,non-depressed,1
1448053389212864512,0,0,0,0,non-depressed,0.667
1448053491260403712,0,0,0,0,non-depressed,1
1448053682277396480,0,0,0,0,non-depressed,1
1448053719904538624,0,0,0,2,moderate,0.659
1448054241877270528,0,0,0,0,non-depressed,0.659
1448054337540968448,3,0,5,0,non-depressed,0.667
1448054525760311296,0,0,0,2,moderate,1
1448054639392329728,0,1,0,0,non-depressed,1
1448054827775246336,0,0,0,0,non-depressed,0.674
1448054973703589888,3,0,2,0,non-depressed,0.674
1448055039512223488,0,0,0,0,non-depressed,1
1448055122991337472,0,0,1,0,non-depressed,1
1448055203178164224,1,0,1,0,non-depressed,1
1448055234392207104,2,0,0,1,mild,0.686
1448055439573143552,0,0,0,0,non-depressed,1
1448055779152605184,1,0,0,2,moderate,0.659
1448055806935633920,1,0,1,1,mild,0.663
1448055919640711168,0,0,1,0,non-depressed,1
1448055998011301888,0,1,0,0,non-depressed,1
1448056003920941056,0,0,0,0,non-depressed,1
1448056035348987904,1,0,2,0,non-depressed,0.678
1448056045838946304,0,4,58,0,non-depressed,1
1448056121319641088,0,0,0,0,non-depressed,0.674
1448056328103026688,0,0,0,0,non-depressed,1
1448056394251268096,0,0,2,1,mild,0.663
1448056420251979520,0,0,1,0,non-depressed,1
1448056431802978304,1,0,0,0,non-depressed,1
1448056852734902272,0,0,3,0,non-depressed,0.678
1448056859538116608,0,0,0,0,non-depressed,0.67
1448056863929536512,1,0,1,0,non-depressed,1
1448056968153735168,0,0,0,1,mild,1
1448057460057575424,1,0,2,0,non-depressed,1
1448057603343327232,0,0,0,0,non-depressed,1
1448058040528293888,0,0,11,0,non-depressed,1
1448058053945921536,0,0,1,0,non-depressed,1
1448058142680625152,0,0,0,1,mild,1
1446223573509554176,0,0,0,0,non-depressed,0.667
1448058419433275136,0,0,0,0,non-depressed,1
1448058637541429248,0,0,0,0,non-depressed,1
1448058768076394496,0,0,0,0,non-depressed,0.663
1448059195845132288,0,0,0,0,non-depressed,1
1448059211221323520,1,0,1,0,non-depressed,0.659
